periodo,Índice total (desest.),Var. mensual total (%),Var. anual total (%),Índice construcción (desest.),Var. mensual construcción (%),Var. anual construcción (%),Índice maquinaria y equipo (desest.),Var. mensual maquinaria y equipo (%),Var. anual maquinaria y equipo (%),Índice residencial (desest.),Var. anual residencial (%),Índice no residencial (desest.),Var. anual no residencial (%),Índice maquinaria y equipo nacional (desest.),Var. anual maquinaria y equipo nacional (%),Índice equipo de transporte nacional (desest.),Var. anual equipo de transporte nacional (%),"Índice maquinaria, equipo y otros bienes nacionales (desest.)","Var. anual maquinaria, equipo y otros bienes nacionales (%)",Índice maquinaria y equipo importado (desest.),Var. anual maquinaria y equipo importado (%),Índice equipo de transporte importado (desest.),Var. anual equipo de transporte importado (%),"Índice maquinaria, equipo y otros bienes importados (desest.)","Var. anual maquinaria, equipo y otros bienes importados (%)",Índice total (original),Var. anual original total (%),Acumulado ene-mes total (%),Índice construcción (original),Var. anual original construcción (%),Acumulado ene-mes construcción (%),Índice residencial (original),Var. anual original residencial (%),Acumulado ene-mes residencial (%),Índice no residencial (original),Var. anual original no residencial (%),Acumulado ene-mes no residencial (%),Índice maquinaria y equipo (original),Var. anual original maquinaria y equipo (%),Acumulado ene-mes maquinaria y equipo (%)
Abr 20,60.75,-0.300438,-0.380229,63.4,-0.304672,-0.365873,57.7,-0.293585,-0.395748,50.57,-0.503437,78.24,-0.193069,50.7,-0.48886,36.03,-0.640491,67.35,-0.330517,63.05,-0.316679,39.21,-0.555493,65.69,-0.290528,59.81,-0.367959,-0.151033,63.25,-0.353735,-0.149386,53.28,-0.493681,-0.176366,74.21,-0.17324,-0.116873,55.82,-0.385783,-0.153115
May 20,59.86,-0.01465,-0.370094,64.01,0.009621,-0.332116,55.15,-0.044194,-0.411545,56.26,-0.41089,74.16,-0.235385,52.37,-0.45076,41.58,-0.575151,63.48,-0.319322,57.43,-0.380942,24.46,-0.743364,62.1,-0.326756,58.78,-0.379106,-0.196618,63.15,-0.329262,-0.184169,58.04,-0.400785,-0.219252,68.79,-0.24531,-0.142055,53.72,-0.436188,-0.211961
Jun 20,73.01,0.219679,-0.235497,75.44,0.178566,-0.248606,70.9,0.285585,-0.22182,75.24,-0.257842,75.89,-0.232038,74.05,-0.231208,60.93,-0.37763,87.94,-0.070598,70.06,-0.212632,39.33,-0.554839,72.92,-0.170232,71.79,-0.222547,-0.200848,72.15,-0.257334,-0.196339,71.03,-0.271188,-0.227628,73.39,-0.241839,-0.159252,71.37,-0.177575,-0.206487
Jul 20,74.88,0.025613,-0.206612,75.46,0.000265,-0.218841,74.2,0.046544,-0.190487,73.86,-0.243238,76.81,-0.191899,80.84,-0.160714,76.38,-0.178268,86.78,-0.144688,69.86,-0.210621,70.62,-0.264222,70.23,-0.201387,74.92,-0.209538,-0.202094,74.57,-0.225327,-0.200441,73.1,-0.248174,-0.230475,76.19,-0.199601,-0.165099,75.33,-0.190609,-0.204171
Ago 20,77.52,0.035256,-0.18357,80.95,0.072754,-0.160095,73.64,-0.007547,-0.214088,87.05,-0.103778,74.52,-0.222697,80.91,-0.169472,74.04,-0.176418,89.11,-0.158784,69.6,-0.246101,59.85,-0.339695,70.69,-0.234045,78.61,-0.191754,-0.200768,83.37,-0.145098,-0.193502,89.58,-0.077351,-0.21186,76.53,-0.219002,-0.172096,73.11,-0.246055,-0.209696
Sep 20,79.79,0.029283,-0.149451,79.73,-0.015071,-0.153699,80.27,0.090033,-0.14113,83.42,-0.123832,76.09,-0.183496,90.24,-0.078996,75.06,-0.194376,105.24,0.024034,71.97,-0.197032,67.33,-0.170404,72.8,-0.194601,78.92,-0.147087,-0.194928,78.8,-0.165608,-0.190482,79.71,-0.150394,-0.205399,77.81,-0.182153,-0.173221,79.06,-0.124668,-0.200392
Oct 20,80.6,0.010152,-0.143373,82.58,0.035746,-0.106664,78.13,-0.02666,-0.179996,88.18,-0.085744,77.06,-0.128576,85.85,-0.121829,75.51,-0.145718,95.48,-0.095662,72.22,-0.222019,70.54,-0.18205,72.55,-0.231136,81.68,-0.155326,-0.190885,82.1,-0.1079,-0.182601,84.58,-0.087201,-0.194281,79.36,-0.131158,-0.16914,81.2,-0.204779,-0.200875
Nov 20,85.57,0.061663,-0.093634,87.42,0.05861,-0.079402,83.19,0.064764,-0.112545,95.82,-0.056983,78.35,-0.115988,87.97,-0.128751,76.86,-0.221434,99.01,-0.038364,79.12,-0.09701,68.23,-0.204871,80.64,-0.082907,88.0,-0.102316,-0.182579,90.35,-0.073713,-0.172598,98.27,-0.039488,-0.179717,81.64,-0.115397,-0.164342,85.27,-0.135017,-0.194549
Dic 20,82.81,-0.032254,-0.10717,82.5,-0.05628,-0.118213,82.39,-0.009617,-0.094516,88.64,-0.114132,76.23,-0.120964,86.94,-0.106015,77.2,-0.172916,97.79,-0.028415,78.86,-0.088324,63.46,-0.306524,81.43,-0.055556,89.16,-0.100121,-0.17544,88.01,-0.126712,-0.168621,92.0,-0.124477,-0.17485,83.62,-0.129321,-0.161364,90.5,-0.068067,-0.183614
Ene 21,83.67,0.010385,-0.089752,83.07,0.006909,-0.10639,84.5,0.02561,-0.066298,87.84,-0.103582,79.57,-0.097539,86.35,-0.10127,77.26,-0.141842,96.72,-0.058869,82.5,-0.033165,67.85,-0.189464,84.61,-0.013984,80.17,-0.107238,-0.107238,81.66,-0.103229,-0.103229,85.59,-0.112505,-0.112505,77.34,-0.091507,-0.091507,78.44,-0.112067,-0.112067
Feb 21,85.77,0.025099,-0.041676,86.75,0.0443,-0.047436,84.45,-0.000592,-0.033974,90.87,-0.026775,81.91,-0.070156,85.43,-0.111308,76.27,-0.177593,95.31,-0.04585,83.09,0.031918,68.47,-0.231624,85.29,0.071079,81.18,-0.050748,-0.079683,84.49,-0.05471,-0.079195,87.59,-0.044507,-0.079368,81.08,-0.066436,-0.078846,77.34,-0.045656,-0.080293
Mar 21,87.51,0.020287,0.007715,85.81,-0.010836,-0.058894,88.87,0.052339,0.088026,85.56,-0.103427,84.53,-0.009143,90.61,0.009807,79.87,-0.023952,102.23,0.04519,86.74,0.159006,76.22,0.078839,88.12,0.166689,89.23,0.030132,-0.043369,85.43,-0.054769,-0.071043,87.09,-0.095639,-0.084877,83.61,-0.0031,-0.054016,93.64,0.138203,-0.008862
Abr 21,87.46,-0.000571,0.439671,87.28,0.017131,0.376656,87.36,-0.016991,0.514038,87.01,0.720585,86.43,0.104678,91.87,0.812032,78.52,1.179295,107.09,0.590052,84.0,0.332276,64.32,0.640398,86.09,0.31055,86.74,0.450259,0.048392,87.79,0.387984,0.015865,92.43,0.734797,0.044449,82.67,0.114001,-0.016239,85.52,0.532067,0.089342
May 21,86.92,-0.006174,0.452055,87.94,0.007562,0.373848,85.54,-0.020833,0.551043,88.8,0.578386,86.92,0.17206,88.25,0.685125,78.07,0.877585,98.77,0.555923,84.4,0.469615,66.88,1.73426,86.11,0.386634,85.92,0.461722,0.112238,87.51,0.385748,0.074669,94.05,0.620434,0.128926,80.31,0.167466,0.015444,84.09,0.565339,0.160137
Jun 21,84.15,-0.031868,0.152582,84.15,-0.043098,0.115456,85.32,-0.002572,0.203385,85.15,0.131712,84.12,0.108446,86.56,0.16894,76.56,0.256524,97.2,0.105299,85.33,0.217956,67.38,0.713196,87.04,0.193637,82.63,0.150996,0.11839,79.49,0.101733,0.078829,78.72,0.108264,0.125782,80.35,0.094836,0.027782,86.26,0.208631,0.168139
Jul 21,87.11,0.035175,0.163328,86.86,0.032204,0.151073,88.18,0.033521,0.18841,86.8,0.175196,86.08,0.120687,88.77,0.098095,75.45,-0.012176,104.42,0.203273,88.47,0.26639,69.17,-0.020532,90.69,0.291328,86.38,0.152963,0.123302,85.11,0.141344,0.087399,85.24,0.166074,0.131238,84.96,0.115107,0.039914,87.86,0.166335,0.167871
Ago 21,88.33,0.014005,0.139448,90.92,0.046742,0.123162,85.19,-0.033908,0.156844,91.61,0.052384,90.34,0.212292,84.48,0.044123,75.0,0.012966,95.32,0.069689,86.29,0.239799,70.5,0.177945,88.63,0.253784,90.46,0.150744,0.126863,94.78,0.13686,0.093973,96.09,0.072672,0.122903,93.34,0.219652,0.061924,85.44,0.16865,0.167969
Sep 21,87.78,-0.006227,0.100138,90.06,-0.009459,0.129562,85.24,0.000587,0.061916,90.47,0.084512,89.87,0.181101,85.0,-0.058067,72.94,-0.028244,97.87,-0.07003,85.16,0.183271,62.72,-0.068469,88.2,0.211538,85.98,0.089458,0.122552,88.68,0.125381,0.097478,85.83,0.076778,0.117718,91.83,0.180182,0.075017,82.84,0.047812,0.153577
Oct 21,87.88,0.001139,0.090323,88.14,-0.021319,0.067329,87.77,0.029681,0.123384,85.35,-0.032093,91.07,0.181806,88.44,0.030169,73.86,-0.021851,102.62,0.07478,86.57,0.198698,59.22,-0.160476,90.68,0.249897,87.82,0.075171,0.117503,88.13,0.073447,0.094975,82.69,-0.022346,0.102793,94.13,0.186114,0.08629,87.46,0.077094,0.145199
Nov 21,88.62,0.008421,0.035643,88.45,0.003517,0.011782,88.39,0.007064,0.062508,87.28,-0.089125,89.35,0.140396,86.12,-0.02103,69.14,-0.100442,102.83,0.038582,89.58,0.132204,74.25,0.088231,91.64,0.136409,92.33,0.049205,0.110469,92.02,0.018484,0.087108,90.69,-0.077134,0.082971,93.49,0.145149,0.091853,92.7,0.087135,0.139208
Dic 21,88.71,0.001016,0.071247,87.35,-0.012436,0.058788,89.39,0.011313,0.084962,86.19,-0.02764,89.28,0.171192,85.11,-0.021049,70.52,-0.086528,102.02,0.043256,92.18,0.168907,75.17,0.184526,95.59,0.173892,95.18,0.067519,0.10641,92.64,0.052608,0.083967,87.48,-0.04913,0.07062,98.33,0.175915,0.099273,98.12,0.084199,0.13378
Ene 22,91.43,0.030662,0.092745,92.09,0.054264,0.108583,90.37,0.010963,0.069467,83.88,-0.045082,104.09,0.308156,90.35,0.046323,77.36,0.001294,105.64,0.092225,90.87,0.101455,67.23,-0.009138,93.37,0.103534,87.37,0.089809,0.089809,90.51,0.108376,0.108376,80.59,-0.058418,-0.058418,101.44,0.311611,0.311611,83.73,0.06744,0.06744
Feb 22,91.28,-0.001641,0.064242,90.27,-0.019763,0.040576,92.41,0.022574,0.094257,86.67,-0.04622,93.95,0.146991,91.18,0.067307,76.5,0.003016,106.75,0.120029,92.96,0.118787,75.3,0.099752,95.39,0.11842,86.28,0.062823,0.076232,86.41,0.022725,0.064821,81.05,-0.074666,-0.066636,92.32,0.138629,0.223078,86.12,0.113525,0.09032
Mar 22,94.44,0.034619,0.079191,94.25,0.04409,0.098357,94.71,0.024889,0.065714,87.54,0.023142,99.85,0.181237,92.73,0.023397,78.64,-0.0154,107.75,0.053996,95.77,0.104104,69.73,-0.085148,98.92,0.12256,97.01,0.08719,0.080134,94.22,0.102891,0.077749,90.55,0.039729,-0.031045,98.27,0.175338,0.206586,100.23,0.070376,0.082832
Abr 22,94.52,0.000847,0.080723,94.18,-0.000743,0.079056,94.76,0.000528,0.084707,90.05,0.034939,97.53,0.128428,89.54,-0.025362,81.53,0.038334,98.97,-0.075824,98.83,0.176548,80.0,0.243781,100.99,0.173075,93.05,0.072746,0.078234,94.43,0.075635,0.077202,96.14,0.040138,-0.01239,92.55,0.119511,0.184416,91.46,0.069457,0.079417
May 22,93.59,-0.009839,0.076737,89.16,-0.053302,0.013873,98.13,0.035564,0.147183,83.86,-0.055631,94.97,0.092614,95.59,0.083173,82.68,0.05905,107.94,0.092842,100.27,0.188033,81.4,0.217105,102.34,0.18848,93.79,0.091597,0.080947,89.88,0.027083,0.066927,91.78,-0.024136,-0.014863,87.8,0.093264,0.166342,98.32,0.169223,0.097439
Jun 22,93.01,-0.006197,0.105288,89.67,0.00572,0.065597,97.81,-0.003261,0.14639,85.04,-0.001292,95.57,0.136115,95.45,0.102703,81.49,0.064394,111.15,0.143519,99.83,0.169929,78.8,0.169486,101.8,0.169577,91.05,0.1019,0.08437,83.98,0.056485,0.065288,77.38,-0.017022,-0.015186,91.25,0.135657,0.161262,99.24,0.150475,0.106493
Jul 22,92.03,-0.010537,0.05648,89.72,0.000558,0.032927,95.49,-0.023719,0.082899,83.34,-0.039862,96.0,0.115242,90.13,0.01532,79.71,0.056461,102.08,-0.02241,100.05,0.130892,81.45,0.177534,102.72,0.13265,90.0,0.041908,0.078176,88.29,0.037363,0.06127,82.6,-0.030971,-0.01739,94.56,0.112994,0.154071,91.98,0.046893,0.097665
Ago 22,94.2,0.023579,0.066455,89.3,-0.004681,-0.017818,99.6,0.043041,0.169151,85.2,-0.069971,94.3,0.043834,95.25,0.127486,87.1,0.161333,105.68,0.108687,102.8,0.191332,98.31,0.394468,103.78,0.170935,97.78,0.08092,0.07854,92.73,-0.021629,0.049821,87.91,-0.085129,-0.026599,98.04,0.050354,0.139484,103.62,0.212781,0.112159
Sep 22,93.65,-0.005839,0.066872,88.73,-0.006383,-0.014768,99.31,-0.002912,0.165063,81.4,-0.100254,96.7,0.075999,92.51,0.088353,79.69,0.092542,106.18,0.084909,103.94,0.220526,104.79,0.670759,104.4,0.183673,91.43,0.063387,0.076845,87.32,-0.015336,0.042365,77.08,-0.101946,-0.034758,98.61,0.073832,0.131504,96.19,0.161154,0.117489
Oct 22,94.47,0.008756,0.074989,88.23,-0.005635,0.001021,101.76,0.02467,0.159394,79.9,-0.063855,96.93,0.064346,96.96,0.096336,80.51,0.090035,113.71,0.108069,105.35,0.216934,101.48,0.71361,105.7,0.165637,94.95,0.081189,0.07729,89.38,0.014184,0.039487,79.12,-0.043173,-0.035553,100.68,0.069585,0.124644,101.39,0.159273,0.121794
Nov 22,96.45,0.020959,0.088355,92.6,0.04953,0.046919,100.97,-0.007763,0.142324,83.73,-0.040674,102.04,0.142026,97.15,0.128077,81.5,0.178768,111.8,0.087231,102.89,0.148582,97.77,0.316768,104.06,0.13553,100.63,0.089895,0.078517,97.12,0.055423,0.041022,87.54,-0.034734,-0.035476,107.66,0.151567,0.127313,104.69,0.129342,0.122537
Dic 22,99.99,0.036703,0.127156,93.02,0.004536,0.064911,107.61,0.065762,0.203826,85.87,-0.003713,101.3,0.134633,106.98,0.256962,98.0,0.389677,117.52,0.151931,108.1,0.172706,104.82,0.394439,108.82,0.138404,106.57,0.119668,0.082269,98.73,0.065738,0.043208,85.28,-0.025149,-0.034618,113.53,0.154582,0.129887,115.66,0.178761,0.127843
Ene 23,100.54,0.005501,0.099639,94.16,0.012255,0.022478,108.0,0.003624,0.195087,84.8,0.010968,106.43,0.022481,109.1,0.207526,102.44,0.324199,117.29,0.11028,107.39,0.181798,105.62,0.571025,107.54,0.151762,96.04,0.099233,0.099233,91.75,0.0137,0.0137,81.43,0.010423,0.010423,103.12,0.016562,0.016562,101.0,0.206258,0.206258
Feb 23,102.21,0.01661,0.119741,95.89,0.018373,0.062258,109.63,0.015093,0.186343,83.83,-0.032768,108.86,0.158701,106.68,0.169993,97.26,0.271373,116.94,0.095457,111.6,0.200516,111.75,0.484064,111.48,0.168676,96.57,0.119263,0.109185,90.57,0.048143,0.030522,76.79,-0.05256,-0.021158,105.76,0.145581,0.078035,103.51,0.201928,0.204062
Mar 23,102.58,0.00362,0.086192,96.1,0.00219,0.019629,109.29,-0.003101,0.153944,87.89,0.003998,104.88,0.050376,106.38,0.147202,98.42,0.251526,114.86,0.065986,111.07,0.159758,126.69,0.816865,108.82,0.100081,105.48,0.087311,0.101345,96.07,0.019635,0.026739,91.86,0.014467,-0.008367,100.7,0.024728,0.060097,116.38,0.161129,0.188129
Abr 23,102.76,0.001755,0.087177,95.41,-0.00718,0.01306,112.12,0.025894,0.1832,83.59,-0.071738,108.27,0.11012,109.92,0.227608,103.11,0.264688,117.75,0.189754,114.6,0.159567,121.2,0.515,113.38,0.122685,98.8,0.061795,0.091227,94.28,-0.001588,0.019422,87.75,-0.087269,-0.030144,101.47,0.09638,0.068828,104.04,0.137546,0.175333
May 23,105.95,0.031043,0.132065,99.3,0.040771,0.113728,112.96,0.007492,0.151126,84.38,0.006201,116.9,0.230915,108.25,0.132441,102.57,0.240566,112.35,0.040856,116.22,0.159071,127.13,0.561794,114.5,0.11882,108.66,0.158546,0.105027,101.53,0.129617,0.041168,95.2,0.037263,-0.016087,108.5,0.235763,0.099856,116.91,0.189076,0.178272
Jun 23,108.39,0.02303,0.165359,103.3,0.040282,0.152002,114.62,0.014695,0.171864,86.56,0.017874,121.04,0.266506,105.84,0.108853,104.22,0.27893,108.45,-0.024291,120.43,0.206351,145.07,0.84099,117.03,0.149607,105.76,0.16156,0.114411,96.45,0.148488,0.057876,78.02,0.008271,-0.012445,116.74,0.279342,0.128914,116.54,0.174325,0.177571
Jul 23,106.33,-0.019005,0.155384,102.19,-0.010745,0.138988,111.36,-0.028442,0.166195,85.73,0.028678,119.7,0.246875,107.25,0.189948,106.93,0.341488,108.99,0.067692,115.83,0.157721,118.92,0.460037,115.01,0.119646,104.42,0.160222,0.120868,101.56,0.1503,0.070876,86.33,0.045157,-0.004516,118.33,0.251375,0.146508,107.72,0.171124,0.17666
Ago 23,108.21,0.017681,0.148726,105.18,0.029259,0.177828,111.79,0.003861,0.12239,86.48,0.015023,125.59,0.331813,106.25,0.115486,103.38,0.186912,109.86,0.039553,115.75,0.125973,131.68,0.339436,113.81,0.096647,111.82,0.143588,0.123885,108.25,0.167368,0.083295,86.32,-0.018087,-0.00625,132.4,0.350469,0.17295,115.95,0.118992,0.168743
Sep 23,111.23,0.027909,0.18772,108.13,0.028047,0.218641,114.93,0.028088,0.157285,87.83,0.078993,129.6,0.340228,109.44,0.183007,108.36,0.359769,111.05,0.045866,119.08,0.145661,145.16,0.385247,116.06,0.111686,108.14,0.182763,0.130388,106.17,0.215873,0.097627,83.01,0.076933,0.00213,131.67,0.33526,0.191673,110.42,0.147936,0.16639
Oct 23,113.13,0.017082,0.197523,112.82,0.043374,0.278703,113.24,-0.014705,0.112814,93.63,0.17184,133.29,0.375116,108.1,0.114893,106.23,0.319463,108.62,-0.044763,116.48,0.105648,144.51,0.424024,113.01,0.069158,115.74,0.218957,0.139502,116.37,0.301969,0.117985,95.94,0.212588,0.021855,138.86,0.379221,0.211435,115.02,0.134431,0.162988
Nov 23,110.21,-0.025811,0.142665,108.5,-0.038291,0.171706,111.95,-0.011392,0.108745,86.89,0.03774,132.19,0.295472,105.23,0.08317,102.49,0.257546,106.56,-0.046869,117.03,0.137428,138.87,0.420374,113.91,0.094657,115.41,0.146875,0.140227,114.64,0.180395,0.124081,91.78,0.048435,0.024352,139.83,0.298811,0.220283,116.3,0.110899,0.157829
Dic 23,111.68,0.013338,0.116912,110.97,0.022765,0.192969,112.89,0.008397,0.049066,86.03,0.001863,136.44,0.34689,107.08,0.000935,103.25,0.053571,111.31,-0.052842,117.03,0.082609,126.44,0.206258,115.92,0.065245,117.15,0.099277,0.136365,118.14,0.196597,0.130631,83.79,-0.017472,0.020845,155.97,0.373822,0.235096,116.0,0.00294,0.142551
Ene 24,112.51,0.007432,0.119057,110.05,-0.008291,0.168755,114.99,0.018602,0.064722,91.74,0.08184,131.43,0.234896,108.92,-0.00165,105.05,0.025478,114.67,-0.022338,119.36,0.111463,162.85,0.541848,114.51,0.064813,108.07,0.12526,0.12526,105.8,0.153134,0.153134,87.79,0.078104,0.078104,125.63,0.218289,0.218289,110.69,0.095941,0.095941
Feb 24,112.37,-0.001244,0.099403,106.85,-0.029078,0.114298,118.08,0.026872,0.077077,84.52,0.008231,131.02,0.203564,109.02,0.021935,107.4,0.104257,111.65,-0.045237,124.92,0.119355,160.16,0.433199,120.1,0.077323,107.22,0.110283,0.117751,99.24,0.095727,0.124616,75.91,-0.01146,0.034635,124.92,0.181165,0.199493,116.48,0.125302,0.110801
Mar 24,111.69,-0.006051,0.088809,107.25,0.003744,0.116025,117.51,-0.004827,0.075213,86.22,-0.019001,131.62,0.254958,109.3,0.027449,112.67,0.144788,106.27,-0.074787,124.25,0.118664,156.57,0.235851,120.43,0.10669,106.5,0.00967,0.079506,103.21,0.074321,0.10726,87.21,-0.050621,0.003319,120.82,0.199801,0.199593,110.31,-0.052157,0.0517
Abr 24,112.16,0.004208,0.091475,107.66,0.003823,0.128393,116.57,-0.007999,0.03969,89.32,0.068549,128.52,0.187032,108.24,-0.015284,110.31,0.069828,106.94,-0.091805,121.77,0.062565,158.38,0.306766,116.53,0.027783,115.47,0.168725,0.101716,109.43,0.160692,0.120777,96.65,0.101425,0.028801,123.5,0.217109,0.203917,122.46,0.177047,0.08239
May 24,111.75,-0.003655,0.054743,109.49,0.016998,0.102618,114.38,-0.018787,0.012571,92.69,0.098483,129.62,0.108811,103.73,-0.041755,100.87,-0.016574,104.26,-0.072007,122.04,0.050077,173.83,0.367341,115.15,0.005677,115.39,0.061936,0.093166,113.37,0.116616,0.119886,106.88,0.122689,0.049442,120.5,0.110599,0.184429,117.73,0.007014,0.066127
Jun 24,111.01,-0.006622,0.024172,107.19,-0.021006,0.037657,116.89,0.021944,0.019805,86.58,0.000231,128.41,0.060889,111.4,0.052532,111.96,0.074266,111.43,0.027478,120.66,0.00191,155.77,0.073757,115.79,-0.010596,106.14,0.003593,0.077669,100.36,0.040539,0.106475,77.85,-0.002179,0.041561,125.15,0.07204,0.163809,112.84,-0.031749,0.048802
Jul 24,113.52,0.022611,0.06762,110.62,0.031999,0.082493,115.4,-0.012747,0.036279,91.76,0.070337,131.44,0.098079,111.92,0.043543,114.9,0.074535,109.35,0.003303,117.98,0.018562,165.11,0.388412,112.66,-0.020433,114.65,0.09797,0.080631,111.58,0.098661,0.105294,94.41,0.093594,0.049081,130.48,0.102679,0.154223,118.2,0.097289,0.055619
Ago 24,112.47,-0.009249,0.039368,107.64,-0.026939,0.023388,118.0,0.02253,0.055551,86.58,0.001156,129.85,0.03392,111.95,0.053647,111.05,0.074192,113.19,0.030311,123.18,0.06419,160.8,0.221142,117.83,0.035322,114.91,0.027634,0.07347,109.72,0.01358,0.092574,83.63,-0.031163,0.03895,138.45,0.045695,0.138024,120.92,0.042863,0.053943
Sep 24,110.98,-0.013248,-0.002248,108.75,0.010312,0.005734,113.37,-0.039237,-0.013573,93.63,0.066037,124.82,-0.036883,109.75,0.002833,112.62,0.039313,106.73,-0.038901,116.29,-0.02343,157.25,0.083287,110.91,-0.044374,106.77,-0.012669,0.063515,105.89,-0.002637,0.081173,87.67,0.056138,0.040811,125.95,-0.043442,0.114569,107.79,-0.023818,0.045291
Oct 24,113.1,0.001,-0.045,103.67,-0.046713,-0.081103,115.88,0.02214,0.023313,87.97,-0.035,120.92,-0.163,108.17,0.000648,109.89,0.034454,104.96,-0.033695,121.52,0.043269,156.73,0.084562,116.99,0.035218,114.33,-0.012182,0.055182,107.74,-0.07416,0.063151,91.53,-0.029,0.047,125.59,-0.166,0.034,121.97,0.060424,0.046863
Nov 24,113.7,0.001,-0.003,103.33,-0.00328,-0.04765,117.3,0.012254,0.047789,90.88,0.068,117.18,-0.148,111.31,0.057778,112.87,0.101278,108.35,0.016798,121.63,0.039306,161.44,0.162526,116.17,0.01984,115.25,-0.001386,0.049587,110.1,-0.039602,0.052611,97.25,0.071,0.049,124.25,-0.147,0.014,121.22,0.042304,0.04643
Dic 24,109.7,-0.026,-0.041,101.15,-0.021097,-0.088492,112.11,-0.044246,-0.006909,87.21,0.043,115.9,-0.171,105.07,-0.018771,107.0,0.03632,102.67,-0.077621,117.07,0.000342,157.61,0.24652,110.54,-0.046411,111.9,-0.044814,0.040974,108.17,-0.084391,0.039514,83.88,0.032,0.048,134.91,-0.164,-0.004,116.23,0.001983,0.042581
Ene 25,107.4,-0.015,-0.059,100.26,-0.014,-0.09,110.98,-0.018,-0.023,90.02,-0.014,111.59,-0.142,101.9,-0.031,102.75,0.022,101.72,-0.085,117.39,-0.016,141.05,-0.136,114.26,-0.001,99.97,-0.074951,-0.074951,94.82,-0.103781,-0.103781,85.29,-0.028477,-0.028477,105.33,-0.161586,-0.161586,105.94,-0.042913,-0.042913
Feb 25,107.3,0.001,-0.06,102.49,0.017,-0.049,110.18,-0.011,-0.063,95.92,0.128,110.26,-0.168,103.7,-0.021,105.85,0.021,102.3,-0.077,114.85,-0.093,147.69,-0.081,110.49,-0.092,98.64,-0.078,-0.074,94.6,-0.052,-0.079,86.6,0.141,0.056,103.42,-0.18,-0.174,103.31,-0.104,-0.069
Mar 25,107.9,0.003,-0.047,104.74,0.008,-0.031,107.52,-0.007,-0.075,100.52,0.147,109.42,-0.171,99.45,-0.066,98.78,-0.1,101.47,-0.022,114.02,-0.08,133.66,-0.148,110.82,-0.077,105.87,-0.002,-0.049,103.35,-0.001,-0.05,105.05,0.205,0.108,101.47,-0.159,-0.164,108.8,-0.004,-0.047
Abr 25,105.6,-0.017,-0.077,99.77,-0.011,-0.055,105.36,-0.022,-0.091,88.8,0.024,111.71,-0.118,99.19,-0.083,93.49,-0.143,105.57,-0.019,109.95,-0.091,145.0,-0.073,106.2,-0.084,100.25,-0.125,-0.069,98.39,-0.092,-0.061,92.01,-0.037,0.067,105.43,-0.139,-0.158,102.39,-0.16,-0.077
May 25,106.8,0.009,-0.067,103.92,0.014,-0.05,105.55,0.0,-0.082,100.67,0.079,105.57,-0.171,100.86,-0.034,94.11,-0.055,107.13,-0.019,109.29,-0.106,128.84,-0.267,106.74,-0.072,107.78,-0.071,-0.07,108.65,-0.043,-0.058,117.83,0.096,0.074,98.54,-0.175,-0.162,106.76,-0.103,-0.082
Jun 25,105.6,-0.014,-0.068,102.09,-0.008,-0.033,104.13,-0.016,-0.114,97.59,0.118,106.82,-0.138,97.89,-0.132,93.81,-0.155,101.53,-0.114,108.97,-0.096,133.75,-0.148,106.14,-0.081,98.92,-0.064,-0.069,95.9,-0.032,-0.054,87.74,0.12,0.082,104.88,-0.137,-0.159,102.41,-0.097,-0.084
Jul 25,107.5,0.016,-0.072,101.17,-0.013,-0.075,108.43,0.049,-0.059,96.22,0.046,106.04,-0.176,99.25,-0.114,94.23,-0.172,104.43,-0.049,114.39,-0.015,156.99,-0.015,109.35,-0.023,106.74,-0.066,-0.068,102.77,-0.072,-0.057,99.96,0.055,0.078,105.87,-0.172,-0.161,111.33,-0.059,-0.081
Ago 25,103.9,-0.027,-0.089,100.13,-0.015,-0.07,104.24,-0.031,-0.105,96.48,0.1,104.77,-0.185,97.95,-0.092,95.85,-0.123,99.52,-0.056,108.8,-0.119,136.09,-0.154,105.42,-0.11,102.22,-0.104,-0.073,101.61,-0.074,-0.059,91.92,0.086,0.079,112.27,-0.179,-0.164,102.94,-0.137,-0.088
Sep 25,101.0,-0.003,-0.084,98.14,-0.026,-0.102,106.01,0.019,-0.061,92.34,-0.02,104.46,-0.164,97.61,-0.106,93.29,-0.168,101.88,-0.04,112.43,-0.033,132.25,-0.164,110.2,-0.006,99.59,-0.067,-0.076,94.42,-0.106,-0.067,85.19,-0.031,0.067,104.59,-0.163,-0.171,105.57,-0.024,-0.086
Oct 25,102.2,0.009,-0.058,102.34,0.039,-0.016,103.53,-0.022,-0.103,98.83,0.118,106.34,-0.126,95.07,-0.118,90.99,-0.171,99.42,-0.047,109.94,-0.094,136.59,-0.132,106.48,-0.088,107.9,-0.055,-0.074,106.79,-0.007,-0.061,103.82,0.135,0.074,110.07,-0.122,-0.167,109.17,-0.105,-0.088
Nov 25,102.8,0.004,-0.057,103.93,0.015,0.006,103.49,-0.002,-0.116,99.26,0.092,109.21,-0.07,94.19,-0.152,91.26,-0.187,97.12,-0.101,110.59,-0.091,131.26,-0.191,107.13,-0.075,107.74,-0.064,-0.073,111.27,0.013,-0.054,107.18,0.103,0.077,115.79,-0.065,-0.158,103.66,-0.145,-0.093
